-2	2.5	-2	6	16	120	5	62
-2	2.5	-2	7	20	148	5	76
-2	2.5	-2	8	22	192	7	100
-2	2.5	-2	9	32	249	10	115
-2	2.5	-2	10	41	325	11	148
-2	2.5	-2	11	59	420	14	182
-2	2.5	-2	12	84	593	19	232
-2	2.5	-2	13	139	842	28	304
-2	2.5	-2	14	208	1283	35	415
-2	2.5	-2	15	343	2058	50	582
-2	2.5	-2	16	612	3445	74	810
-2	2.5	0	6	13	82	3	48
-2	2.5	0	7	17	110	3	62
-2	2.5	0	8	19	154	5	86
-2	2.5	0	9	29	211	8	101
-2	2.5	0	10	38	287	9	134
-2	2.5	0	11	56	382	12	168
-2	2.5	0	12	81	555	17	218
-2	2.5	0	13	136	804	26	290
-2	2.5	0	14	205	1245	33	401
-2	2.5	0	15	340	2020	48	568
-2	2.5	0	16	609	3407	72	796
-2	2.5	2	6	11	63	2	39
-2	2.5	2	7	15	91	2	53
-2	2.5	2	8	17	135	4	77
-2	2.5	2	9	27	192	7	92
-2	2.5	2	10	36	268	8	125
-2	2.5	2	11	54	363	11	159
-2	2.5	2	12	79	536	16	209
-2	2.5	2	13	134	785	25	281
-2	2.5	2	14	203	1226	32	392
-2	2.5	2	15	338	2001	47	559
-2	2.5	2	16	607	3388	71	787
