  0.144002  455639.
  0.25  264.
  0.75  305.
  1.25  265.
  1.75  268.
  2.25  274.
  2.75  310.
  3.25  271.
  3.75  250.
  4.25  283.
  4.75  274.
  5.25  271.
  5.75  295.
  6.25  259.
  6.75  281.
  7.25  272.
  7.75  314.
  8.25  255.
  8.75  294.
  9.25  276.
  9.75  288.
  10.25  268.
  10.75  316.
  11.25  284.
  11.75  269.
  12.25  273.
  12.75  271.
  13.25  266.
  13.75  236.
  14.25  287.
  14.75  242.
  15.25  283.
  15.75  254.
  16.25  251.
  16.75  270.
  17.25  253.
  17.75  223.
  18.25  232.
  18.75  219.
  19.25  246.
  19.75  242.
  20.25  235.
  20.75  182.
  21.25  188.
  21.75  193.
  22.25  225.
  22.75  205.
  23.25  178.
  23.75  178.
  24.25  202.
  24.75  160.
