  0.644002  478192.
  0.25  4467.
  0.75  4630.
  1.25  4545.
  1.75  4398.
  2.25  4656.
  2.75  4553.
  3.25  4583.
  3.75  4477.
  4.25  4444.
  4.75  4355.
  5.25  4376.
  5.75  4404.
  6.25  4462.
  6.75  4403.
  7.25  4322.
  7.75  4287.
  8.25  4178.
  8.75  4442.
  9.25  4174.
  9.75  4103.
  10.25  4051.
  10.75  3942.
  11.25  3758.
  11.75  3770.
  12.25  3691.
  12.75  3356.
  13.25  3411.
  13.75  3209.
  14.25  3057.
  14.75  2947.
  15.25  2764.
  15.75  2677.
  16.25  2679.
  16.75  2520.
  17.25  2404.
  17.75  2335.
  18.25  2311.
  18.75  2195.
  19.25  2043.
  19.75  1896.
  20.25  1864.
  20.75  1907.
  21.25  1834.
  21.75  1723.
  22.25  1685.
  22.75  1578.
  23.25  1547.
  23.75  1498.
  24.25  1456.
  24.75  1455.
