  0.25  121.
  0.75  154.
  1.25  111.
  1.75  142.
  2.25  146.
  2.75  116.
  3.25  130.
  3.75  138.
  4.25  146.
  4.75  122.
  5.25  142.
  5.75  120.
  6.25  110.
  6.75  136.
  7.25  130.
  7.75  147.
  8.25  127.
  8.75  134.
  9.25  104.
  9.75  145.
  10.25  136.
  10.75  119.
  11.25  138.
  11.75  141.
  12.25  117.
  12.75  148.
  13.25  160.
  13.75  138.
  14.25  134.
  14.75  131.
  15.25  118.
  15.75  139.
  16.25  137.
  16.75  122.
  17.25  141.
  17.75  119.
  18.25  112.
  18.75  116.
  19.25  131.
  19.75  151.
  20.25  108.
  20.75  140.
  21.25  103.
  21.75  113.
  22.25  112.
  22.75  108.
  23.25  98.
  23.75  117.
  24.25  100.
  24.75  85.
