  0.244002  460822.
  0.25  1635.
  0.75  1692.
  1.25  1597.
  1.75  1716.
  2.25  1620.
  2.75  1647.
  3.25  1670.
  3.75  1682.
  4.25  1687.
  4.75  1695.
  5.25  1677.
  5.75  1695.
  6.25  1571.
  6.75  1697.
  7.25  1674.
  7.75  1664.
  8.25  1576.
  8.75  1682.
  9.25  1592.
  9.75  1622.
  10.25  1567.
  10.75  1591.
  11.25  1602.
  11.75  1614.
  12.25  1534.
  12.75  1508.
  13.25  1479.
  13.75  1482.
  14.25  1480.
  14.75  1350.
  15.25  1375.
  15.75  1395.
  16.25  1392.
  16.75  1255.
  17.25  1285.
  17.75  1173.
  18.25  1156.
  18.75  1130.
  19.25  1098.
  19.75  1080.
  20.25  1081.
  20.75  1058.
  21.25  1002.
  21.75  939.
  22.25  897.
  22.75  923.
  23.25  904.
  23.75  830.
  24.25  864.
  24.75  798.
