  0.544002  475630.
  0.25  4003.
  0.75  3969.
  1.25  4149.
  1.75  4127.
  2.25  4071.
  2.75  4052.
  3.25  4009.
  3.75  4125.
  4.25  4101.
  4.75  4091.
  5.25  4094.
  5.75  4060.
  6.25  4064.
  6.75  4020.
  7.25  3975.
  7.75  3961.
  8.25  4092.
  8.75  4000.
  9.25  4011.
  9.75  3788.
  10.25  3806.
  10.75  3700.
  11.25  3608.
  11.75  3586.
  12.25  3453.
  12.75  3311.
  13.25  3188.
  13.75  2979.
  14.25  2999.
  14.75  2850.
  15.25  2795.
  15.75  2620.
  16.25  2495.
  16.75  2423.
  17.25  2396.
  17.75  2205.
  18.25  2178.
  18.75  2103.
  19.25  1962.
  19.75  1923.
  20.25  1894.
  20.75  1784.
  21.25  1833.
  21.75  1640.
  22.25  1617.
  22.75  1625.
  23.25  1506.
  23.75  1394.
  24.25  1385.
  24.75  1352.
